City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,pyhajarvi,67.0701,27.2176,13.02,97,14,2.88,FI,2024-09-07
290,karak city,31.1637,35.762,18.31,84,0,1.83,JO,2024-09-07
291,brookings,44.3114,-96.7984,16.0,71,40,2.06,US,2024-09-07
292,castries,13.9957,-61.0061,27.07,88,20,1.03,LC,2024-09-07
293,marotta,43.764,13.1477,21.09,74,8,1.34,IT,2024-09-07
294,kuta,-8.7233,115.1723,25.97,94,75,5.14,ID,2024-09-07
295,papao,-17.75,-149.55,27.82,80,18,11.21,PF,2024-09-07
296,kulunda,52.566,78.9385,9.88,88,100,2.66,RU,2024-09-07
297,byron bay,-28.65,153.6167,26.72,43,0,4.11,AU,2024-09-07
298,alotau,-10.3069,150.4462,27.32,54,91,4.67,PG,2024-09-07
299,hailar,49.2,119.7,18.7,50,64,2.8,CN,2024-09-07
300,ust-nera,64.5667,143.2,5.74,99,100,3.32,RU,2024-09-07
301,lhokseumawe,5.1801,97.1507,27.64,80,100,2.27,ID,2024-09-07
302,sinabang,2.4803,96.3801,26.83,84,100,1.77,ID,2024-09-07
303,fale old settlement,-9.3852,-171.2468,28.22,71,0,6.96,TK,2024-09-07
304,misliyah,17.4599,42.5572,30.29,71,58,1.21,SA,2024-09-07
305,kegeyli shahar,42.7767,59.6078,12.75,55,0,3.88,UZ,2024-09-07
306,nogales,31.3086,-110.9422,31.76,23,0,4.63,MX,2024-09-07
307,cockburn town,21.4612,-71.1419,28.76,76,0,7.42,TC,2024-09-07
308,lubango,-14.9172,13.4925,17.92,22,49,3.09,AO,2024-09-07
309,saint-francois,46.4154,3.9054,16.69,91,0,1.54,FR,2024-09-07
310,lorengau,-2.0226,147.2712,29.19,75,60,3.39,PG,2024-09-07
311,nykarleby,63.5228,22.5307,14.35,75,1,3.8,FI,2024-09-07
312,naze,28.3667,129.4833,29.51,73,11,3.3,JP,2024-09-07
313,sanya,18.2431,109.505,29.09,84,75,7.0,CN,2024-09-07
314,pizarro,4.9533,-77.366,25.71,90,100,1.97,CO,2024-09-07
315,viqueque,-8.8673,126.3658,29.48,56,13,4.63,TL,2024-09-07
316,embarcacion,-23.209,-64.096,19.01,44,0,2.03,AR,2024-09-07
317,kashgar,39.4547,75.9797,21.56,43,0,4.0,CN,2024-09-07
318,fortuna,40.5982,-124.1573,16.07,91,100,0.0,US,2024-09-07
319,hafnarfjordur,64.0671,-21.9377,9.99,94,100,7.72,IS,2024-09-07
320,bath,51.3779,-2.3591,15.35,97,100,1.57,GB,2024-09-07
321,nouadhibou,20.931,-17.0347,20.99,88,100,3.09,MR,2024-09-07
322,vila franca do campo,37.7167,-25.4333,21.23,99,72,3.27,PT,2024-09-07
323,vilyuchinsk,52.9306,158.4028,20.15,48,17,10.34,RU,2024-09-07
324,qarazhal,48.0078,70.7903,8.71,69,15,3.03,KZ,2024-09-07
325,porto tolle,44.9497,12.3245,22.67,71,58,2.46,IT,2024-09-07
326,santa maria do para,-1.3503,-47.5756,23.0,91,7,2.58,BR,2024-09-07
327,sandpoint,48.2766,-116.5533,24.13,50,0,0.0,US,2024-09-07
328,salyan,39.5936,48.9805,20.58,61,5,3.57,AZ,2024-09-07
329,kavaratti,10.5669,72.642,27.51,77,100,6.49,IN,2024-09-07
330,luang prabang,19.8856,102.1347,28.64,74,100,0.63,LA,2024-09-07
331,mount pearl,47.5166,-52.7813,17.2,82,40,5.66,CA,2024-09-07
332,flin flon,54.7682,-101.865,13.32,43,87,3.49,CA,2024-09-07
333,vorkuta,67.5,64.0,6.91,95,100,6.47,RU,2024-09-07
334,malango,-2.9627,119.9001,26.37,68,87,1.84,ID,2024-09-07
335,utrik,11.2278,169.8474,28.51,76,12,5.05,MH,2024-09-07
336,el haouaria,37.05,11.0144,28.01,78,100,5.54,TN,2024-09-07
337,kelowna,49.8831,-119.4857,28.49,38,0,2.06,CA,2024-09-07
338,fort st. john,56.2499,-120.8529,23.94,33,75,6.17,CA,2024-09-07
339,laguna,38.421,-121.4238,36.37,22,0,3.6,US,2024-09-07
340,port moresby,-9.4431,147.1797,32.68,46,40,5.14,PG,2024-09-07
341,pineville,31.3224,-92.4343,22.18,85,100,3.6,US,2024-09-07
342,tolanaro,-25.0319,46.9987,19.94,92,9,1.73,MG,2024-09-07
343,sumbe,-11.2061,13.8437,20.46,91,68,1.73,AO,2024-09-07
344,fort bragg,35.139,-79.006,23.91,84,100,0.0,US,2024-09-07
345,tsiombe,-25.3,45.4833,20.12,95,0,2.21,MG,2024-09-07
346,sao vicente,-23.9631,-46.3919,17.75,26,100,0.89,BR,2024-09-07
347,shihezi,44.3,86.0333,19.64,43,94,4.99,CN,2024-09-07
348,grand falls-windsor,48.9332,-55.6649,19.17,80,100,2.45,CA,2024-09-07
349,borgonovo valtidone,45.0144,9.4435,18.09,90,0,1.07,IT,2024-09-07
350,sittwe,20.15,92.9,28.73,78,58,5.95,MM,2024-09-07
351,paracuru,-3.41,-39.0306,25.39,81,94,5.76,BR,2024-09-07
352,beaconsfield,45.4334,-73.8659,20.55,80,55,2.06,CA,2024-09-07
353,la passe,45.5549,-0.8967,15.09,91,100,2.78,FR,2024-09-07
354,peace river,56.2501,-117.286,21.17,49,0,3.6,CA,2024-09-07
355,sisak,45.4661,16.3783,16.99,95,31,0.65,HR,2024-09-07
356,sinjai,-5.1241,120.253,29.35,65,44,3.93,ID,2024-09-07
357,kalmunai,7.4167,81.8167,28.32,68,100,2.64,LK,2024-09-07
358,illizi,26.4833,8.4667,29.42,50,100,0.96,DZ,2024-09-07
359,gadzhiyevo,69.2551,33.3362,10.53,87,0,2.41,RU,2024-09-07
360,tamanrasset,22.785,5.5228,22.95,64,40,2.06,DZ,2024-09-07
361,kharp,66.8014,65.8081,7.72,90,100,3.77,RU,2024-09-07
362,st. john's,47.5649,-52.7093,17.66,82,40,5.66,CA,2024-09-07
363,letlhakane,-21.4167,25.5833,14.76,28,0,3.76,BW,2024-09-07
364,nyurba,63.2842,118.3319,3.76,93,100,1.06,RU,2024-09-07
365,lubao,14.9167,120.55,30.84,71,100,1.1,PH,2024-09-07
366,ambodifotatra,-16.9833,49.85,23.26,83,64,5.81,MG,2024-09-07
367,duong dong,10.2167,103.9667,29.0,89,40,8.75,VN,2024-09-07
368,mandvi,22.8333,69.3667,26.84,86,100,4.9,IN,2024-09-07
369,zag,46.9441,99.165,13.97,25,0,1.5,MN,2024-09-07
370,curillo,1.0333,-75.9191,22.62,81,100,0.86,CO,2024-09-07
371,bikenibeu village,1.3673,173.1241,31.98,66,20,4.63,KI,2024-09-07
372,xinyang,32.1228,114.0656,23.8,89,100,2.57,CN,2024-09-07
373,lobito,-12.3481,13.5456,19.97,90,7,2.38,AO,2024-09-07
374,bovalino,38.149,16.174,26.28,53,11,2.54,IT,2024-09-07
375,margate,51.3813,1.3862,14.83,92,100,1.42,GB,2024-09-07
376,wundanyi,-3.4019,38.364,14.84,87,40,2.81,KE,2024-09-07
377,opuwo,-18.0607,13.84,17.11,32,5,1.73,NA,2024-09-07
378,voznesensk,47.5649,31.3308,16.36,30,0,4.41,UA,2024-09-07
379,ergani,38.2653,39.7621,23.22,45,0,1.94,TR,2024-09-07
380,belel,7.05,14.4333,15.64,98,100,1.65,CM,2024-09-07
381,selfoss,63.9331,-20.9971,10.58,97,100,7.6,IS,2024-09-07
382,namdrik,5.5994,168.1028,28.94,72,27,5.37,MH,2024-09-07
383,yarmouth,41.7057,-70.2286,19.44,93,100,7.6,US,2024-09-07
384,adrar,20.5022,-10.0711,33.2,20,100,5.88,MR,2024-09-07
385,ouadda,8.0777,22.4007,19.88,99,100,1.47,CF,2024-09-07
386,praia da vitoria,38.7333,-27.0667,22.14,64,75,4.8,PT,2024-09-07
387,jiuquan,39.7432,98.5174,18.91,42,0,2.3,CN,2024-09-07
388,yorkton,51.2167,-102.4677,14.91,58,40,3.09,CA,2024-09-07
389,iskateley,67.6803,53.1512,10.33,93,100,4.65,RU,2024-09-07
390,corner brook,48.9667,-57.9484,15.79,86,100,1.23,CA,2024-09-07
391,san nicolas,18.1725,120.5953,29.95,79,100,2.06,PH,2024-09-07
392,samraong,12.4526,105.5873,27.85,78,100,1.75,KH,2024-09-07
393,vorgashor,67.5833,63.95,6.8,96,100,6.57,RU,2024-09-07
394,tommot,58.9564,126.2925,4.69,74,99,4.79,RU,2024-09-07
395,cantagalo,-21.9811,-42.3681,18.89,96,0,1.2,BR,2024-09-07
396,akrehamn,59.2667,5.1833,17.14,72,0,5.14,NO,2024-09-07
397,tralee,52.2704,-9.7026,14.52,98,19,1.26,IE,2024-09-07
398,kingston,17.997,-76.7936,29.53,74,20,4.63,JM,2024-09-07
399,mbandaka,0.0487,18.2603,21.02,86,77,0.44,CD,2024-09-07
400,guiuan,11.0333,125.7247,29.42,73,94,1.41,PH,2024-09-07
401,namibe,-15.1961,12.1522,16.43,91,56,1.06,AO,2024-09-07
402,yigo village,13.5361,144.8886,31.52,73,100,4.63,GU,2024-09-07
403,estevan,49.1334,-102.9842,15.68,51,0,4.58,CA,2024-09-07
404,hampton bays,40.869,-72.5176,19.92,92,21,1.34,US,2024-09-07
405,najaf,31.9985,44.3398,31.88,27,0,3.6,IQ,2024-09-07
406,kuqa,41.7278,82.9364,23.52,26,13,1.22,CN,2024-09-07
407,plettenberg bay,-34.0527,23.3716,11.38,80,20,1.92,ZA,2024-09-07
408,nova vicosa,-17.8919,-39.3719,22.55,87,2,2.89,BR,2024-09-07
409,pandan,14.0453,124.1694,31.12,66,83,0.88,PH,2024-09-07
410,hammerfest,70.6634,23.6821,12.25,87,100,5.66,NO,2024-09-07
411,andkhoy,36.9529,65.1238,18.73,28,0,3.89,AF,2024-09-07
412,zuunmod,47.7069,106.9528,13.57,34,0,2.93,MN,2024-09-07
413,bonthe,7.5264,-12.505,24.37,90,99,2.6,SL,2024-09-07
414,woodlake,37.4211,-77.6793,18.72,94,100,0.0,US,2024-09-07
415,templin,53.1186,13.5022,17.37,54,99,2.45,DE,2024-09-07
416,zvishavane,-20.3267,30.0665,15.22,50,0,0.41,ZW,2024-09-07
417,bubaque,11.2833,-15.8333,26.68,78,100,4.83,GW,2024-09-07
418,sebezh,56.2955,28.4654,10.43,71,0,2.31,RU,2024-09-07
419,tromso,69.6496,18.957,14.01,58,75,12.86,NO,2024-09-07
420,mitsamiouli,-11.3847,43.2844,24.8,76,2,1.56,KM,2024-09-07
421,nuuk,64.1835,-51.7216,3.34,93,100,9.77,GL,2024-09-07
422,pyt-yakh,60.7499,72.8582,9.52,97,100,4.28,RU,2024-09-07
423,paso de carrasco,-34.8603,-56.0522,13.08,82,0,0.0,UY,2024-09-07
424,argo,37.6333,22.7333,25.76,54,11,1.8,GR,2024-09-07
425,mutoko,-17.397,32.2268,12.81,74,4,2.97,ZW,2024-09-07
426,guangyuan,32.442,105.823,26.12,81,43,1.89,CN,2024-09-07
427,sur,22.5667,59.5289,28.29,64,9,1.91,OM,2024-09-07
428,pallasovka,50.05,46.8833,11.79,49,0,1.86,RU,2024-09-07
429,sipalay,9.75,122.5,30.34,67,94,1.45,PH,2024-09-07
430,jose maria morelos,30.8066,-112.684,36.12,36,8,3.9,MX,2024-09-07
431,tocopilla,-22.092,-70.1979,15.72,82,10,2.05,CL,2024-09-07
432,pontarlier,46.8333,6.25,11.27,88,4,1.87,FR,2024-09-07
433,ilha de mocambique,-15.0342,40.7358,23.85,81,2,3.07,MZ,2024-09-07
434,ushtobe,45.2514,77.9838,13.9,57,57,5.75,KZ,2024-09-07
435,necochea,-38.5473,-58.7368,7.93,70,0,2.69,AR,2024-09-07
436,manta,-0.95,-80.7333,22.88,78,100,4.12,EC,2024-09-07
437,san pedro de macoris,18.4616,-69.2972,26.03,86,88,3.85,DO,2024-09-07
438,bardai,11.65,7.2333,20.29,94,73,2.16,NG,2024-09-07
439,vernal,40.4555,-109.5287,22.03,40,0,0.0,US,2024-09-07
440,atakpame,7.5333,1.1333,21.33,89,100,1.81,TG,2024-09-07
441,kaa-khem,51.6833,94.7333,14.76,62,100,5.96,RU,2024-09-07
442,steamboat springs,40.485,-106.8317,17.72,53,0,2.57,US,2024-09-07
443,bogale,16.2833,95.4,27.7,85,83,5.41,MM,2024-09-07
444,pathein,16.7833,94.7333,26.66,91,100,1.38,MM,2024-09-07
445,severo-yeniseyskiy,60.3725,93.0408,8.77,75,100,0.3,RU,2024-09-07
446,tuba city,36.135,-111.2399,28.05,21,0,0.66,US,2024-09-07
447,nieuw nickerie,5.95,-56.9833,27.84,85,30,4.21,SR,2024-09-07
448,chimore,-16.9833,-65.1333,24.54,47,22,0.68,BO,2024-09-07
449,oroqen zizhiqi,50.5667,123.7167,20.62,30,87,1.53,CN,2024-09-07
450,banda aceh,5.5577,95.3222,25.12,91,100,6.92,ID,2024-09-07
451,teknaf,20.8624,92.3058,28.68,76,13,3.65,BD,2024-09-07
452,cabo san lucas,22.8909,-109.9124,31.17,62,40,3.6,MX,2024-09-07
453,pauini,-7.7136,-66.9764,27.16,33,5,0.05,BR,2024-09-07
454,mount pleasant,32.7941,-79.8626,23.38,95,75,3.09,US,2024-09-07
455,iwaki,37.05,140.8833,28.94,63,8,2.94,JP,2024-09-07
456,cumana,10.4635,-64.1775,27.44,82,7,2.64,VE,2024-09-07
457,aquin,18.2833,-73.4,26.18,85,13,1.2,HT,2024-09-07
458,coahuayana de hidalgo,18.7,-103.6583,27.15,89,100,0.72,MX,2024-09-07
459,aykhal,66.0,111.5,4.47,83,100,3.23,RU,2024-09-07
460,cannonvale,-20.2833,148.7,23.66,67,100,6.77,AU,2024-09-07
461,keelung,25.1283,121.7419,33.94,73,93,4.32,TW,2024-09-07
462,patterson,37.4716,-121.1297,34.41,28,0,5.23,US,2024-09-07
463,amqui,48.4638,-67.4313,12.79,87,14,2.14,CA,2024-09-07
464,jinhua,29.1078,119.6547,31.67,61,8,2.45,CN,2024-09-07
465,macapa,0.0389,-51.0664,28.99,79,40,4.12,BR,2024-09-07
466,san fernando,15.0286,120.6898,30.85,68,100,0.93,PH,2024-09-07
467,lashio,22.9333,97.75,24.3,83,56,0.21,MM,2024-09-07
468,buncrana,55.1333,-7.45,13.29,95,95,1.94,IE,2024-09-07
469,caxito,-8.5785,13.6643,22.41,83,100,2.01,AO,2024-09-07
470,javanrud,34.7961,46.5172,18.55,29,0,2.35,IR,2024-09-07
471,coquimbo,-29.9533,-71.3436,10.85,100,20,1.54,CL,2024-09-07
472,north manchester,41.0006,-85.7686,14.06,79,6,6.51,US,2024-09-07
473,aripuana,-9.1667,-60.6333,26.0,27,0,1.04,BR,2024-09-07
474,port sudan,19.6175,37.2164,31.03,65,2,2.99,SD,2024-09-07
475,antsiranana,-12.2787,49.2917,22.96,72,15,5.93,MG,2024-09-07
476,karkira,36.9292,6.5856,27.96,51,81,4.88,DZ,2024-09-07
477,conduaga,8.862,117.4893,31.65,61,100,1.56,PH,2024-09-07
478,salinas,36.6777,-121.6555,23.05,62,0,3.09,US,2024-09-07
479,san jose del guaviare,2.5729,-72.6459,24.35,79,13,1.25,CO,2024-09-07
480,kaya,13.0917,-1.0844,24.3,87,69,1.98,BF,2024-09-07
481,umm kaddadah,13.6017,26.6876,27.76,58,30,1.69,SD,2024-09-07
482,hobyo,5.3505,48.5268,24.81,86,43,10.15,SO,2024-09-07
483,melouza,35.98,4.1867,21.54,66,8,3.42,DZ,2024-09-07
484,male,4.1748,73.5089,28.97,79,75,2.57,MV,2024-09-07
485,serdar,38.9764,56.2757,18.29,27,0,6.02,TM,2024-09-07
486,singojuruh,-8.3167,114.2333,27.81,70,92,1.11,ID,2024-09-07
487,thinadhoo,0.5333,72.9333,28.32,73,100,3.04,MV,2024-09-07
488,al kharijah,25.4514,30.5464,27.12,34,0,2.69,EG,2024-09-07
489,kargopol',61.5071,38.9456,12.68,75,0,2.28,RU,2024-09-07
490,guajara mirim,-10.7828,-65.3394,26.26,29,0,0.69,BR,2024-09-07
491,villa la angostura,-40.7617,-71.6463,1.89,100,100,3.5,AR,2024-09-07
492,madalena,41.2162,-8.3345,15.32,87,100,2.64,PT,2024-09-07
493,gusev,54.5922,22.1997,15.98,51,8,3.78,RU,2024-09-07
494,morinville,53.8001,-113.652,26.4,57,100,2.21,CA,2024-09-07
495,turabah,21.2141,41.6331,26.77,32,7,2.23,SA,2024-09-07
496,ponta delgada,37.7333,-25.6667,21.4,56,75,2.57,PT,2024-09-07
497,paita,-5.0892,-81.1144,16.88,85,57,6.12,PE,2024-09-07
498,guelendeng,10.9176,15.5501,22.47,90,92,1.42,TD,2024-09-07
499,deir ez-zor,35.3359,40.1408,28.16,58,0,4.86,SY,2024-09-07
500,san matias,-16.3667,-58.4,26.93,25,0,2.16,BO,2024-09-07
501,yaren,-0.5472,166.916,28.14,71,15,4.83,NR,2024-09-07
502,airdrie,55.866,-3.9803,15.38,93,69,3.28,GB,2024-09-07
503,salinopolis,-0.6136,-47.3561,26.67,79,38,6.01,BR,2024-09-07
504,ribeira brava,32.65,-17.0667,22.62,73,34,1.71,PT,2024-09-07
505,san pedro pochutla,15.7333,-96.4667,28.84,87,100,1.8,MX,2024-09-07
506,kijang,35.2442,129.2139,29.85,77,87,2.7,KR,2024-09-07
507,priozersk,61.0393,30.1291,12.83,100,0,2.53,RU,2024-09-07
508,agapovka,53.2973,59.1348,11.56,82,99,3.52,RU,2024-09-07
509,el matama,16.7095,33.3565,30.86,53,17,4.43,SD,2024-09-07
510,stephenville,32.2207,-98.2023,24.07,69,0,1.54,US,2024-09-07
511,kavieng,-2.5744,150.7967,26.25,86,100,4.55,PG,2024-09-07
512,north battleford,52.7834,-108.2847,20.05,45,0,5.66,CA,2024-09-07
513,manadhoo,5.7667,73.3833,28.01,76,100,5.63,MV,2024-09-07
514,inverloch,-38.6333,145.7167,13.71,62,0,7.19,AU,2024-09-07
515,hadibu,12.65,54.0333,25.39,83,33,7.44,YE,2024-09-07
516,san andres,12.5847,-81.7006,28.01,94,20,0.0,CO,2024-09-07
517,kanker,20.2719,81.4931,25.19,88,73,0.54,IN,2024-09-07
518,broken hill,-31.95,141.4333,18.06,34,0,3.77,AU,2024-09-07
519,kemijarvi,66.7131,27.4306,14.16,91,15,4.26,FI,2024-09-07
520,stassfurt,51.8396,11.58,17.16,50,40,2.19,DE,2024-09-07
521,sofifi,0.7349,127.576,28.99,71,70,0.7,ID,2024-09-07
522,shimoda,34.6667,138.95,29.8,66,75,3.91,JP,2024-09-07
523,fort mcmurray,56.7268,-111.381,18.73,72,100,2.06,CA,2024-09-07
524,nagato,34.3833,131.2,29.23,64,82,2.08,JP,2024-09-07
525,kundla,21.3333,71.3,24.66,92,98,2.41,IN,2024-09-07
526,bandar-e lengeh,26.5579,54.8807,31.06,89,0,0.0,IR,2024-09-07
527,naranjal,-2.6667,-79.6167,21.94,82,57,1.26,EC,2024-09-07
528,bonny,4.4522,7.1681,24.6,86,100,2.72,NG,2024-09-07
529,portland,45.5234,-122.6762,31.99,46,0,2.57,US,2024-09-07
530,fougamou,-1.2154,10.5838,23.07,93,100,0.77,GA,2024-09-07
531,bamboo flat,11.7,92.7167,29.05,84,75,5.66,IN,2024-09-07
532,mumbwa,-14.9783,27.0619,15.91,40,95,2.29,ZM,2024-09-07
533,uyskoye,54.3775,60.0047,12.12,85,100,5.55,RU,2024-09-07
534,tazacorte,28.629,-17.9293,21.54,78,100,3.6,ES,2024-09-07
535,altai,46.3722,96.2583,16.63,21,1,5.71,MN,2024-09-07
536,camacupa,-12.0167,17.4833,16.76,29,100,1.29,AO,2024-09-07
537,malvan,16.0667,73.4667,26.55,81,99,0.32,IN,2024-09-07
538,labytnangi,66.6572,66.4183,8.42,84,100,5.79,RU,2024-09-07
539,onguday,50.75,86.15,8.98,78,100,0.29,RU,2024-09-07
540,kolwezi,-10.7148,25.4667,16.64,39,32,2.48,CD,2024-09-07
541,paphos,34.7667,32.4167,24.88,57,0,1.54,CY,2024-09-07
542,piacabucu,-10.4056,-36.4344,23.08,85,26,4.06,BR,2024-09-07
543,kani keli,-12.9536,45.1033,24.59,72,29,5.05,YT,2024-09-07
544,fukuecho,32.6881,128.8419,30.2,66,20,2.57,JP,2024-09-07
545,ardabil,38.2498,48.2933,4.75,100,0,0.0,IR,2024-09-07
546,cidreira,-30.1811,-50.2056,15.38,93,23,7.45,BR,2024-09-07
547,aioun,16.6614,-9.6149,26.57,75,100,6.14,MR,2024-09-07
548,gulf shores,30.246,-87.7008,25.19,88,100,0.0,US,2024-09-07
549,guskhara,23.5,87.75,30.46,69,23,2.16,IN,2024-09-07
550,kouroussa,10.65,-9.8833,22.19,91,100,3.54,GN,2024-09-07
551,olyokminsk,60.3736,120.4264,4.92,92,100,3.73,RU,2024-09-07
552,koungou,-12.7336,45.2042,24.84,88,20,6.17,YT,2024-09-07
553,al bawiti,28.3492,28.8659,25.04,56,0,3.03,EG,2024-09-07
554,dalandzadgad,43.5708,104.425,21.01,26,0,4.12,MN,2024-09-07
555,aksu,41.1231,80.2644,22.95,30,3,0.47,CN,2024-09-07
556,vernon,50.2581,-119.2691,28.29,34,0,1.03,CA,2024-09-07
557,roma,43.2128,-75.4557,18.39,84,0,2.57,US,2024-09-07
558,aviles,43.5547,-5.9248,13.84,83,0,5.66,ES,2024-09-07
559,dolzhanskaya,46.6311,37.8039,18.74,46,1,10.49,RU,2024-09-07
560,niafunke,15.9322,-3.9906,26.68,78,99,5.05,ML,2024-09-07
561,vershino-darasunskiy,52.35,115.5167,11.79,52,100,2.2,RU,2024-09-07
562,kapuskasing,49.4169,-82.4331,7.0,76,100,5.66,CA,2024-09-07
563,winslow,35.0242,-110.6974,30.1,15,0,1.54,US,2024-09-07
564,shaowu,27.3409,117.4831,30.77,71,0,1.59,CN,2024-09-07
565,nagqu,31.5,92.0,8.08,69,59,2.37,CN,2024-09-07
566,ordynskoye,54.3656,81.8994,9.99,92,100,3.78,RU,2024-09-07
567,shalkar,47.8288,59.6258,11.56,50,0,2.57,KZ,2024-09-07
568,cafayate,-26.073,-65.9761,18.18,31,0,0.94,AR,2024-09-07
569,karratha,-20.7377,116.8463,28.23,33,0,5.47,AU,2024-09-07
570,kirensk,57.7853,108.1119,10.64,80,100,1.22,RU,2024-09-07
571,kanniyakumari,8.0833,77.5667,26.83,77,100,8.51,IN,2024-09-07
572,n'zeto,-7.2312,12.8666,21.4,92,28,2.74,AO,2024-09-07
573,mount gambier,-37.8333,140.7667,15.26,56,26,5.87,AU,2024-09-07
574,tayoltita,24.0833,-105.9333,24.45,92,100,3.21,MX,2024-09-07
575,haiku-pauwela,20.9219,-156.3051,28.01,70,40,9.77,US,2024-09-07
576,muang phon-hong,18.4928,102.4172,26.63,86,100,0.87,LA,2024-09-07
577,ciudad guadalupe victoria,24.4497,-104.1225,16.74,78,61,6.36,MX,2024-09-07
578,kikwit,-5.041,18.8162,23.99,69,8,0.81,CD,2024-09-07
